"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"614","A Gentleman in Moscow: A Novel","Thoughtful , beautiful story.","Nutritionista","0143110438","R3PG9LFU7Z1PEV","1555248917","I wasn't sure I would like this book. I'm glad I picked it up and stuck with it. The story unfolds with a beautiful array of characters. The ability for one man to make the confines of a hotel his universe, and happily so, reminds us  to be thankful for what we do have and worry less about what we don't. And also to take advantage of opportunity, not lose hope, and hold on to our creativity.",5
"616","Less (Winner of the Pulitzer Prize): A Novel","complicated","R. Zocher","0316316121","R2OCRRGFS2C2U4","1555249064","difficult read",5
"617","The Savior (The Black Dagger Brotherhood series)","Magic Reawakened","Lori McCarthy","1501194941","R37FT2I1BRSWWF","1555249107","Honestly, I was starting to lose interest in BDB. I couldn't be happier with Murhder's story. Ward makes a powerful comeback with this one!",5
"618","Run Away","Not disappointed!","Chev49","1538748460","RIWXMAWREWCW1","1555249177","Typical great read from Harlan Coben.  I could not put it down!  This Author never disappoints!",5
"620","Lies My Doctor Told Me Second Edition: Medical…","Five Stars","MDW","162860378X","R1E70TP5743Z98","1555249266","Something new",5
"621","Pet Sematary: A Novel","Five Stars","Mike Goforth","198211598X","R2JJQP7V2RF57I","1555249284","Awesome book in excellant condition.",5
"623","A Gentleman in Moscow: A Novel","Very enjoyable book!","Katherine Larson","0143110438","RO750FUZ6XQGI","1555249637","The author held my interest from the beginning to end!  Enjoyed the history lesson regarding one man's life under house arrest at the Metropole hotel in Moscow after the Revolution.  Many interesting characters and situations were brought to life in the book.",5
"624","A Gentleman in Moscow: A Novel","Highly recommended book!","Linda","0143110438","R1DVZTYHX583GG","1555249757","This book arrived right on time and is in hardback form.  It was a wonderful book!  The writing is exceptional and the characters are very interesting.  It is a fabulous historical novel describing the things that happened to the Russian people after the Revolution.",5
"625","A Gentleman in Moscow: A Novel","This is a wonderful piece of writing","john weis","0143110438","R1BPFAHYUOVAIX","1555249877","This is a wonderful piece of writing; a story which is creative and imaginative in it's telling. With insights into Russian history and culture the reader is brought along a new way of story telling that is enjoyable and charming. Each night I looked forward to sitting down and having it's civility usher me to sleep.",4
"628","Say Something","Intersectional B.S.","Laura","545865034","R1F5QD70FZE18V","1555250227","The pictures in this book are aimed at flipping a perceived power imbalance between white (particularly male) children and all other groups.  This is a flawed and toxic ideology.  Teaching children to perceive the world this way will have disastrous consequences for our society.",1
"629","Lies My Doctor Told Me Second Edition: Medical…","no comment","Jay Hinshaw","162860378X","RTN13F9520KSY","1555250286","very good book-still reading",4
"631","The Woman in the Window: A Novel","Two Stars","Jean K White","62678426","R35CURQPJ7AK6W","1555250365","It took forever to get to the interesting and exciting plot twists!",2
"633","Someone Knows","A huge disappointment from a favorite author--everything else by her is better than this...","J.K","0525539646","RU27TAQ7XKHY2","1555250479","It literally pains me to write this negative review of Someone Knows by one of my top three authors, Lisa Scottoline.

Teenagers Sasha, Julian, David, and Allie find a gun buried in the ground. Nothing good can come of that. When another teenager is shot dead playing Russian roulette, guilt changes all their lives forever.

The author’s writing quality is spot-on as usual. However, the first half of the book is set twenty years before the present and reads like a young adult book. Sasha is an unrepentant Mean Girl—only her needs matter. Julian is in love with Sasha mostly from afar thanks to his “hobby” of peeping into windows. Allie is a conflicted chubby good girl broken by her sister’s recent death and mother’s emotional breakdown. David is being forced to be a star tennis player by his father regardless of his own desires. All are teenage stereotypes with little else distinguishing them.

I forced myself to read the first half in the hopes of a great twisty conclusion. I was disappointed unfortunately. The denouement’s big surprise is completely unbelievable. In my opinion, Someone Knows was a failure from start to finish. Please read any other book by this author rather than this one. You will be glad you did. I’m giving this mess 2 stars because the writing, grammar and spelling are first rate. But the plot...the plot.

Thanks to G.P. Putnam’s Sons and Edelweiss+ for a copy in exchange for my honest review.",5
"634","A Gentleman in Moscow: A Novel","An imaginative look at history","J. Forgo","0143110438","R16ZVYQ3427LDE","1555250537","Towles takes a very creative approach to commenting on the changes in Russia over several tumultuous decades. Count Rostov is a charming, memorable character and an astute observer of the upheaval that encompasses Russia and swirls through the confines of the Metropol hotel. A thoroughly enjoyable and illuminating read.",5
"641","Pet Sematary: A Novel","Classic Stephen King","Newms","198211598X","R1BXBN798FGBMB","1555251138","If you can only read three books by Stephen King, my recomendation would be ""The Shining,"" ""11/22/63."" and ""Christine.""King is the master of character development,  giving his readers a real feel for and connection with the characters.  If you saw the movie ""The Shining"" and think you know the story, think again. The movie is great, the book is way better. Or to quote a ""down Mainer,"" this book is ""wicked good.""It is helpful to read before ""Dr Sleep"" but not a prerequisite.",5
"643","A Gentleman in Moscow: A Novel","Not to be missed","PL","0143110438","R2C2BGYKZT7U2L","1555251317","Seldom is there a book that I do not want to end, but this is one of them.  Characters are captivating, and the language is beautiful.  Scenes take you into the story, and you can hear and see the hotel and all its inhabitants.  You will find yourself laughing out loud as well as getting misty in several places.  One of my top ten reads.",5
